"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"EVIEFE00","Females at birth","EVIDUREV","Years","AUT","Austria","2007","2007",83.1,,
"EVIEFE00","Females at birth","EVIDUREV","Years","AUT","Austria","2008","2008",83.3,,
"EVIEFE00","Females at birth","EVIDUREV","Years","AUT","Austria","2009","2009",83.2,,
"EVIEFE00","Females at birth","EVIDUREV","Years","AUT","Austria","2010","2010",83.5,,
"EVIEFE00","Females at birth","EVIDUREV","Years","AUT","Austria","2011","2011",83.8,,
"EVIEFE00","Females at birth","EVIDUREV","Years","AUT","Austria","2012","2012",83.6,,
"EVIEFE00","Females at birth","EVIDUREV","Years","AUT","Austria","2013","2013",83.8,,
"EVIEFE00","Females at birth","EVIDUREV","Years","AUT","Austria","2014","2014",84,,
"EVIEFE00","Females at birth","EVIDUREV","Years","AUT","Austria","2015","2015",83.7,,
"EVIEFE00","Females at birth","EVIDUREV","Years","AUT","Austria","2016","2016",84.1,,
"EVIEFE00","Females at birth","EVIDUREV","Years","AUT","Austria","2017","2017",84,,
"EVIEFE00","Females at birth","EVIDUREV","Years","AUT","Austria","2018","2018",84.1,,
"EVIEFE00","Females at birth","EVIDUREV","Years","AUT","Austria","2019","2019",84.2,,
"EVIEFE00","Females at birth","EVIDUREV","Years","AUT","Austria","2020","2020",83.6,,
"EVIEFE40","Females at age 40","EVIDUREV","Years","AUT","Austria","1995","1995",41.2,,
"EVIEFE40","Females at age 40","EVIDUREV","Years","AUT","Austria","1996","1996",41.4,,
"EVIEFE40","Females at age 40","EVIDUREV","Years","AUT","Austria","1997","1997",41.8,,
"EVIEFE40","Females at age 40","EVIDUREV","Years","AUT","Austria","1998","1998",42,,
"EVIEFE40","Females at age 40","EVIDUREV","Years","AUT","Austria","1999","1999",42,,
"EVIEFE40","Females at age 40","EVIDUREV","Years","AUT","Austria","2000","2000",42.3,,
"EVIEFE40","Females at age 40","EVIDUREV","Years","AUT","Austria","2001","2001",42.6,,
"EVIEFE40","Females at age 40","EVIDUREV","Years","AUT","Austria","2002","2002",42.6,,
"EVIEFE40","Females at age 40","EVIDUREV","Years","AUT","Austria","2003","2003",42.5,,
"EVIEFE40","Females at age 40","EVIDUREV","Years","AUT","Austria","2004","2004",43,,
"EVIEFE40","Females at age 40","EVIDUREV","Years","AUT","Austria","2005","2005",43.2,,
"EVIEFE40","Females at age 40","EVIDUREV","Years","AUT","Austria","2006","2006",43.6,,
"EVIEFE40","Females at age 40","EVIDUREV","Years","AUT","Austria","2007","2007",43.8,,
"EVIEFE40","Females at age 40","EVIDUREV","Years","AUT","Austria","2008","2008",44.1,,
"EVIEFE40","Females at age 40","EVIDUREV","Years","AUT","Austria","2009","2009",44.1,,
"EVIEFE40","Females at age 40","EVIDUREV","Years","AUT","Austria","2010","2010",44.3,,
"EVIEFE40","Females at age 40","EVIDUREV","Years","AUT","Austria","2011","2011",44.6,,
"EVIEFE40","Females at age 40","EVIDUREV","Years","AUT","Austria","2012","2012",44.3,,
"EVIEFE40","Females at age 40","EVIDUREV","Years","AUT","Austria","2013","2013",44.5,,
"EVIEFE40","Females at age 40","EVIDUREV","Years","AUT","Austria","2014","2014",44.8,,
"EVIEFE40","Females at age 40","EVIDUREV","Years","AUT","Austria","2015","2015",44.4,,
"EVIEFE40","Females at age 40","EVIDUREV","Years","AUT","Austria","2016","2016",44.9,,
"EVIEFE40","Females at age 40","EVIDUREV","Years","AUT","Austria","2017","2017",44.6,,
"EVIEFE40","Females at age 40","EVIDUREV","Years","AUT","Austria","2018","2018",44.7,,
"EVIEFE40","Females at age 40","EVIDUREV","Years","AUT","Austria","2019","2019",44.9,,
"EVIEFE40","Females at age 40","EVIDUREV","Years","AUT","Austria","2020","2020",44.3,,
"EVIEFE60","Females at age 60","EVIDUREV","Years","AUT","Austria","1995","1995",23,,
"EVIEFE60","Females at age 60","EVIDUREV","Years","AUT","Austria","1996","1996",23.1,,
"EVIEFE60","Females at age 60","EVIDUREV","Years","AUT","Austria","1997","1997",23.4,,
"EVIEFE60","Females at age 60","EVIDUREV","Years","AUT","Austria","1998","1998",23.7,,
"EVIEFE60","Females at age 60","EVIDUREV","Years","AUT","Austria","1999","1999",23.7,,
"EVIEFE60","Females at age 60","EVIDUREV","Years","AUT","Austria","2000","2000",24,,
"EVIEFE60","Females at age 60","EVIDUREV","Years","AUT","Austria","2001","2001",24.3,,
"EVIEFE60","Females at age 60","EVIDUREV","Years","AUT","Austria","2002","2002",24.1,,
"EVIEFE60","Females at age 60","EVIDUREV","Years","AUT","Austria","2003","2003",24,,
"EVIEFE60","Females at age 60","EVIDUREV","Years","AUT","Austria","2004","2004",24.5,,
"EVIEFE60","Females at age 60","EVIDUREV","Years","AUT","Austria","2005","2005",24.6,,
"EVIEFE60","Females at age 60","EVIDUREV","Years","AUT","Austria","2006","2006",25,,
"EVIEFE60","Females at age 60","EVIDUREV","Years","AUT","Austria","2007","2007",25.3,,
"EVIEFE60","Females at age 60","EVIDUREV","Years","AUT","Austria","2008","2008",25.4,,
"EVIEFE60","Females at age 60","EVIDUREV","Years","AUT","Austria","2009","2009",25.4,,
"EVIEFE60","Females at age 60","EVIDUREV","Years","AUT","Austria","2010","2010",25.7,,
"EVIEFE60","Females at age 60","EVIDUREV","Years","AUT","Austria","2011","2011",26,,
"EVIEFE60","Females at age 60","EVIDUREV","Years","AUT","Austria","2012","2012",25.6,,
"EVIEFE60","Females at age 60","EVIDUREV","Years","AUT","Austria","2013","2013",25.8,,
"EVIEFE60","Females at age 60","EVIDUREV","Years","AUT","Austria","2014","2014",26.1,,
"EVIEFE60","Females at age 60","EVIDUREV","Years","AUT","Austria","2015","2015",25.7,,
"EVIEFE60","Females at age 60","EVIDUREV","Years","AUT","Austria","2016","2016",26.1,,
"EVIEFE60","Females at age 60","EVIDUREV","Years","AUT","Austria","2017","2017",25.8,,
"EVIEFE60","Females at age 60","EVIDUREV","Years","AUT","Austria","2018","2018",26,,
"EVIEFE60","Females at age 60","EVIDUREV","Years","AUT","Austria","2019","2019",26.1,,
"EVIEFE60","Females at age 60","EVIDUREV","Years","AUT","Austria","2020","2020",25.4,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","AUT","Austria","1995","1995",18.8,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","AUT","Austria","1996","1996",18.9,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","AUT","Austria","1997","1997",19.1,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","AUT","Austria","1998","1998",19.4,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","AUT","Austria","1999","1999",19.4,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","AUT","Austria","2000","2000",19.6,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","AUT","Austria","2001","2001",20,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","AUT","Austria","2002","2002",19.8,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","AUT","Austria","2003","2003",19.7,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","AUT","Austria","2004","2004",20.2,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","AUT","Austria","2005","2005",20.3,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","AUT","Austria","2006","2006",20.7,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","AUT","Austria","2007","2007",21,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","AUT","Austria","2008","2008",21.1,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","AUT","Austria","2009","2009",21.2,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","AUT","Austria","2010","2010",21.4,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","AUT","Austria","2011","2011",21.7,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","AUT","Austria","2012","2012",21.3,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","AUT","Austria","2013","2013",21.5,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","AUT","Austria","2014","2014",21.8,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","AUT","Austria","2015","2015",21.3,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","AUT","Austria","2016","2016",21.7,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","AUT","Austria","2017","2017",21.5,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","AUT","Austria","2018","2018",21.6,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","AUT","Austria","2019","2019",21.7,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","AUT","Austria","2020","2020",21,,
"EVIEFE80","Females at age 80","EVIDUREV","Years","AUT","Austria","1995","1995",8.1,,
"EVIEFE80","Females at age 80","EVIDUREV","Years","AUT","Austria","1996","1996",8.2,,
"EVIEFE80","Females at age 80","EVIDUREV","Years","AUT","Austria","1997","1997",8.4,,
"EVIEFE80","Females at age 80","EVIDUREV","Years","AUT","Austria","1998","1998",8.4,,
"EVIEFE80","Females at age 80","EVIDUREV","Years","AUT","Austria","1999","1999",8.4,,
"EVIEFE80","Females at age 80","EVIDUREV","Years","AUT","Austria","2000","2000",8.5,,
"EVIEFE80","Females at age 80","EVIDUREV","Years","AUT","Austria","2001","2001",8.7,,
"EVIEFE80","Females at age 80","EVIDUREV","Years","AUT","Austria","2002","2002",8.6,,
"EVIEFE80","Females at age 80","EVIDUREV","Years","AUT","Austria","2003","2003",8.3,,
"EVIEFE80","Females at age 80","EVIDUREV","Years","AUT","Austria","2004","2004",8.7,,
"EVIEFE80","Females at age 80","EVIDUREV","Years","AUT","Austria","2005","2005",8.8,,
"EVIEFE80","Females at age 80","EVIDUREV","Years","AUT","Austria","2006","2006",9.2,,
"EVIEFE80","Females at age 80","EVIDUREV","Years","AUT","Austria","2007","2007",9.4,,
"EVIEFE80","Females at age 80","EVIDUREV","Years","AUT","Austria","2008","2008",9.5,,
"EVIEFE80","Females at age 80","EVIDUREV","Years","AUT","Austria","2009","2009",9.6,,
"EVIEFE80","Females at age 80","EVIDUREV","Years","AUT","Austria","2010","2010",9.8,,
"EVIEFE80","Females at age 80","EVIDUREV","Years","AUT","Austria","2011","2011",10.1,,
"EVIEFE80","Females at age 80","EVIDUREV","Years","AUT","Austria","2012","2012",9.7,,
"EVIEFE80","Females at age 80","EVIDUREV","Years","AUT","Austria","2013","2013",9.8,,
"EVIEFE80","Females at age 80","EVIDUREV","Years","AUT","Austria","2014","2014",10.1,,
"EVIEFE80","Females at age 80","EVIDUREV","Years","AUT","Austria","2015","2015",9.7,,
"EVIEFE80","Females at age 80","EVIDUREV","Years","AUT","Austria","2016","2016",10.1,,
"EVIEFE80","Females at age 80","EVIDUREV","Years","AUT","Austria","2017","2017",9.7,,
"EVIEFE80","Females at age 80","EVIDUREV","Years","AUT","Austria","2018","2018",9.8,,
"EVIEFE80","Females at age 80","EVIDUREV","Years","AUT","Austria","2019","2019",10,,
"EVIEFE80","Females at age 80","EVIDUREV","Years","AUT","Austria","2020","2020",9.4,,
"EVIEHO00","Males at birth","EVIDUREV","Years","AUT","Austria","1995","1995",73.4,,
"EVIEHO00","Males at birth","EVIDUREV","Years","AUT","Austria","1996","1996",73.7,,
"EVIEHO00","Males at birth","EVIDUREV","Years","AUT","Austria","1997","1997",74.1,,
"EVIEHO00","Males at birth","EVIDUREV","Years","AUT","Austria","1998","1998",74.5,,
"EVIEHO00","Males at birth","EVIDUREV","Years","AUT","Austria","1999","1999",74.9,,
"EVIEHO00","Males at birth","EVIDUREV","Years","AUT","Austria","2000","2000",75.2,,
"EVIEHO00","Males at birth","EVIDUREV","Years","AUT","Austria","2001","2001",75.6,,
"EVIEHO00","Males at birth","EVIDUREV","Years","AUT","Austria","2002","2002",75.8,,
"EVIEHO00","Males at birth","EVIDUREV","Years","AUT","Austria","2003","2003",75.9,,
"EVIEHO00","Males at birth","EVIDUREV","Years","AUT","Austria","2004","2004",76.4,,
"EVIEHO00","Males at birth","EVIDUREV","Years","AUT","Austria","2005","2005",76.6,,
"EVIEHO00","Males at birth","EVIDUREV","Years","AUT","Austria","2006","2006",77.1,,
"EVIEHO00","Males at birth","EVIDUREV","Years","AUT","Austria","2007","2007",77.4,,
"EVIEHO00","Males at birth","EVIDUREV","Years","AUT","Austria","2008","2008",77.7,,
"EVIEHO00","Males at birth","EVIDUREV","Years","AUT","Austria","2009","2009",77.6,,
"EVIEHO00","Males at birth","EVIDUREV","Years","AUT","Austria","2010","2010",77.8,,
"EVIEHO00","Males at birth","EVIDUREV","Years","AUT","Austria","2011","2011",78.3,,
"EVIEHO00","Males at birth","EVIDUREV","Years","AUT","Austria","2012","2012",78.4,,
"EVIEHO00","Males at birth","EVIDUREV","Years","AUT","Austria","2013","2013",78.6,,
"EVIEHO00","Males at birth","EVIDUREV","Years","AUT","Austria","2014","2014",79.1,,
"EVIEHO00","Males at birth","EVIDUREV","Years","AUT","Austria","2015","2015",78.8,,
"EVIEHO00","Males at birth","EVIDUREV","Years","AUT","Austria","2016","2016",79.3,,
"EVIEHO00","Males at birth","EVIDUREV","Years","AUT","Austria","2017","2017",79.4,,
"EVIEHO00","Males at birth","EVIDUREV","Years","AUT","Austria","2018","2018",79.4,,
"EVIEHO00","Males at birth","EVIDUREV","Years","AUT","Austria","2019","2019",79.7,,
"EVIEHO00","Males at birth","EVIDUREV","Years","AUT","Austria","2020","2020",78.9,,
"EVIEHO40","Males at age 40","EVIDUREV","Years","AUT","Austria","1995","1995",35.5,,
"EVIEHO40","Males at age 40","EVIDUREV","Years","AUT","Austria","1996","1996",35.7,,
"EVIEHO40","Males at age 40","EVIDUREV","Years","AUT","Austria","1997","1997",36,,
"EVIEHO40","Males at age 40","EVIDUREV","Years","AUT","Austria","1998","1998",36.3,,
"EVIEHO40","Males at age 40","EVIDUREV","Years","AUT","Austria","1999","1999",36.6,,
"EVIEHO40","Males at age 40","EVIDUREV","Years","AUT","Austria","2000","2000",37,,
"EVIEHO40","Males at age 40","EVIDUREV","Years","AUT","Austria","2001","2001",37.4,,
"EVIEHO40","Males at age 40","EVIDUREV","Years","AUT","Austria","2002","2002",37.5,,
"EVIEHO40","Males at age 40","EVIDUREV","Years","AUT","Austria","2003","2003",37.6,,
"EVIEHO40","Males at age 40","EVIDUREV","Years","AUT","Austria","2004","2004",38,,
"EVIEHO40","Males at age 40","EVIDUREV","Years","AUT","Austria","2005","2005",38.2,,
"EVIEHO40","Males at age 40","EVIDUREV","Years","AUT","Austria","2006","2006",38.7,,
"EVIEHO40","Males at age 40","EVIDUREV","Years","AUT","Austria","2007","2007",38.9,,
"EVIEHO40","Males at age 40","EVIDUREV","Years","AUT","Austria","2008","2008",39.2,,
"EVIEHO40","Males at age 40","EVIDUREV","Years","AUT","Austria","2009","2009",39,,
"EVIEHO40","Males at age 40","EVIDUREV","Years","AUT","Austria","2010","2010",39.3,,
"EVIEHO40","Males at age 40","EVIDUREV","Years","AUT","Austria","2011","2011",39.6,,
"EVIEHO40","Males at age 40","EVIDUREV","Years","AUT","Austria","2012","2012",39.7,,
"EVIEHO40","Males at age 40","EVIDUREV","Years","AUT","Austria","2013","2013",39.8,,
"EVIEHO40","Males at age 40","EVIDUREV","Years","AUT","Austria","2014","2014",40.3,,
"EVIEHO40","Males at age 40","EVIDUREV","Years","AUT","Austria","2015","2015",40,,
"EVIEHO40","Males at age 40","EVIDUREV","Years","AUT","Austria","2016","2016",40.5,,
"EVIEHO40","Males at age 40","EVIDUREV","Years","AUT","Austria","2017","2017",40.5,,
"EVIEHO40","Males at age 40","EVIDUREV","Years","AUT","Austria","2018","2018",40.5,,
"EVIEHO40","Males at age 40","EVIDUREV","Years","AUT","Austria","2019","2019",40.8,,
"EVIEHO40","Males at age 40","EVIDUREV","Years","AUT","Austria","2020","2020",40,,
"EVIEHO60","Males at age 60","EVIDUREV","Years","AUT","Austria","1995","1995",18.5,,
"EVIEHO60","Males at age 60","EVIDUREV","Years","AUT","Austria","1996","1996",18.7,,
"EVIEHO60","Males at age 60","EVIDUREV","Years","AUT","Austria","1997","1997",18.8,,
"EVIEHO60","Males at age 60","EVIDUREV","Years","AUT","Austria","1998","1998",19.2,,
"EVIEHO60","Males at age 60","EVIDUREV","Years","AUT","Austria","1999","1999",19.4,,
"EVIEHO60","Males at age 60","EVIDUREV","Years","AUT","Austria","2000","2000",19.8,,
"EVIEHO60","Males at age 60","EVIDUREV","Years","AUT","Austria","2001","2001",20.2,,
"EVIEHO60","Males at age 60","EVIDUREV","Years","AUT","Austria","2002","2002",20.1,,
"EVIEHO60","Males at age 60","EVIDUREV","Years","AUT","Austria","2003","2003",20.1,,
"EVIEHO60","Males at age 60","EVIDUREV","Years","AUT","Austria","2004","2004",20.6,,
"EVIEHO60","Males at age 60","EVIDUREV","Years","AUT","Austria","2005","2005",20.8,,
"EVIEHO60","Males at age 60","EVIDUREV","Years","AUT","Austria","2006","2006",21.1,,
"EVIEHO60","Males at age 60","EVIDUREV","Years","AUT","Austria","2007","2007",21.3,,
"EVIEHO60","Males at age 60","EVIDUREV","Years","AUT","Austria","2008","2008",21.5,,
"EVIEHO60","Males at age 60","EVIDUREV","Years","AUT","Austria","2009","2009",21.4,,
"EVIEHO60","Males at age 60","EVIDUREV","Years","AUT","Austria","2010","2010",21.6,,
"EVIEHO60","Males at age 60","EVIDUREV","Years","AUT","Austria","2011","2011",21.9,,
"EVIEHO60","Males at age 60","EVIDUREV","Years","AUT","Austria","2012","2012",21.8,,
"EVIEHO60","Males at age 60","EVIDUREV","Years","AUT","Austria","2013","2013",22,,
"EVIEHO60","Males at age 60","EVIDUREV","Years","AUT","Austria","2014","2014",22.4,,
"EVIEHO60","Males at age 60","EVIDUREV","Years","AUT","Austria","2015","2015",22,,
"EVIEHO60","Males at age 60","EVIDUREV","Years","AUT","Austria","2016","2016",22.4,,
"EVIEHO60","Males at age 60","EVIDUREV","Years","AUT","Austria","2017","2017",22.5,,
"EVIEHO60","Males at age 60","EVIDUREV","Years","AUT","Austria","2018","2018",22.4,,
"EVIEHO60","Males at age 60","EVIDUREV","Years","AUT","Austria","2019","2019",22.7,,
"EVIEHO60","Males at age 60","EVIDUREV","Years","AUT","Austria","2020","2020",21.8,,
"EVIEHO65","Males at age 65","EVIDUREV","Years","AUT","Austria","1995","1995",15,,
"EVIEHO65","Males at age 65","EVIDUREV","Years","AUT","Austria","1996","1996",15.1,,
"EVIEHO65","Males at age 65","EVIDUREV","Years","AUT","Austria","1997","1997",15.2,,
"EVIEHO65","Males at age 65","EVIDUREV","Years","AUT","Austria","1998","1998",15.4,,
"EVIEHO65","Males at age 65","EVIDUREV","Years","AUT","Austria","1999","1999",15.7,,
"EVIEHO65","Males at age 65","EVIDUREV","Years","AUT","Austria","2000","2000",16,,
"EVIEHO65","Males at age 65","EVIDUREV","Years","AUT","Austria","2001","2001",16.3,,
"EVIEHO65","Males at age 65","EVIDUREV","Years","AUT","Austria","2002","2002",16.3,,
"EVIEHO65","Males at age 65","EVIDUREV","Years","AUT","Austria","2003","2003",16.4,,
"EVIEHO65","Males at age 65","EVIDUREV","Years","AUT","Austria","2004","2004",16.8,,
"EVIEHO65","Males at age 65","EVIDUREV","Years","AUT","Austria","2005","2005",17,,
"EVIEHO65","Males at age 65","EVIDUREV","Years","AUT","Austria","2006","2006",17.3,,
"EVIEHO65","Males at age 65","EVIDUREV","Years","AUT","Austria","2007","2007",17.5,,
"EVIEHO65","Males at age 65","EVIDUREV","Years","AUT","Austria","2008","2008",17.7,,
"EVIEHO65","Males at age 65","EVIDUREV","Years","AUT","Austria","2009","2009",17.6,,
"EVIEHO65","Males at age 65","EVIDUREV","Years","AUT","Austria","2010","2010",17.9,,
